method,params,split,P,TRIR,U,PU,D,D_text,T,GAIN,relative_gain
baseline,{},,0.795223192108438,0.7213114754098361,0.88,0.9733333333333334,0.0,0.0,0.0,0.0,0.0
dummy,{},,0.02094221293433168,0.0033333333333333335,0.37,0.37,1.0,1.0,,0.0,0.39411953266548694
presidio,{},,0.5460193000750843,0.47540983606557374,1.0,0.96,0.05191251198450725,0.05191251198450725,0.1744666666666667,0.55714613098099,0.4497396728102343
dpmlm_shap,"{'epsilon': 10, 'k': 2}",,0.2862020775388114,0.0,0.9466666666666667,0.9366666666666666,0.09030699104070664,0.09030699104070664,14.311225105885827,0.788130318159925,0.7158560029928513
dpmlm_shap,"{'epsilon': 10, 'k': 3}",,0.20490550525863255,0.0,0.9633333333333334,0.9166666666666666,0.10563670953114829,0.10563670953114829,17.148979175342767,0.9258062718775206,0.8370265354188264
dpmlm_shap,"{'epsilon': 10, 'k': 5}",,0.13927969209183577,0.0,0.9666666666666667,0.9166666666666666,0.1249988049765428,0.1249988049765428,20.597068939613816,1.0170993231891996,0.9233394383987158
dpmlm_shap,"{'epsilon': 10, 'k': 7}",,0.1036440617840743,0.0,0.8233333333333334,0.9166666666666666,0.1431123242278894,0.1431123242278894,23.929617912631738,0.7820777297952518,0.80527276196411
dpmlm_shap,"{'epsilon': 10, 'k': 10}",,0.07735674781341263,0.0,0.79,0.89,0.16408962319294612,0.16408962319294612,28.0644075850104,0.750668865791775,0.8004504973752983
dpmlm_shap,"{'epsilon': 10, 'k': 15}",,0.05553644371598068,0.0,0.8266666666666667,0.8433333333333334,0.18360644514362018,0.18360644514362018,32.08081953471513,0.8507456675242762,0.8695563840168979
dpmlm_shap,"{'epsilon': 25, 'k': 2}",,0.3028499011679804,0.01639344262295082,0.9366666666666666,0.9533333333333334,0.0895238641401132,0.0895238641401132,15.514873579717207,0.7470214643082824,0.6835575853069685
dpmlm_shap,"{'epsilon': 25, 'k': 3}",,0.22179343486561245,0.01639344262295082,0.9233333333333333,0.94,0.10498507613937061,0.10498507613937061,19.168493147497486,0.8255637867463559,0.7703352733109304
dpmlm_shap,"{'epsilon': 25, 'k': 5}",,0.1500395967183317,0.01639344262295082,0.9566666666666667,0.9333333333333333,0.12429729039470355,0.12429729039470355,23.789369237664914,0.983594839276947,0.8984451294726166
dpmlm_shap,"{'epsilon': 25, 'k': 7}",,0.11630352404783278,0.01639344262295082,0.9433333333333334,0.9233333333333333,0.14178637290994325,0.14178637290994325,27.76850057487996,1.001021888442592,0.9257170157073862
dpmlm_shap,"{'epsilon': 25, 'k': 10}",,0.09340611180615825,0.01639344262295082,0.9033333333333333,0.92,0.15870743994911513,0.15870743994911513,32.14555709443491,0.9521630003760123,0.9090561629782312
dpmlm_shap,"{'epsilon': 25, 'k': 15}",,0.07562887920574862,0.01639344262295082,0.9,0.8966666666666666,0.17900457965830963,0.17900457965830963,38.35593698506779,0.968586718571146,0.9276233070025963
dpmlm_shap,"{'epsilon': 50, 'k': 2}",,0.29793186838109514,0.03278688524590164,0.78,0.9566666666666667,0.08912485669056575,0.08912485669056575,23.48797787906515,0.4461836635297216,0.511711750782728
dpmlm_shap,"{'epsilon': 50, 'k': 3}",,0.2419209394193465,0.03278688524590164,0.7433333333333333,0.9433333333333334,0.10238042871157328,0.10238042871157328,30.358399607334032,0.4466275192234171,0.5404793087684416
dpmlm_shap,"{'epsilon': 50, 'k': 5}",,0.1969826809564979,0.06557377049180328,0.95,0.9333333333333333,0.11719101543227832,0.11719101543227832,37.74174928896865,0.9098949735147293,0.8318380399336873
dpmlm_shap,"{'epsilon': 50, 'k': 7}",,0.1650404883585676,0.06557377049180328,0.9166666666666666,0.9333333333333333,0.13581996530294418,0.13581996530294418,45.983582054301046,0.8857895029554521,0.8341268338293184
dpmlm_shap,"{'epsilon': 50, 'k': 10}",,0.158088833456093,0.06557377049180328,0.9033333333333333,0.9266666666666666,0.1491181130707264,0.1491181130707264,52.99700602200322,0.8686239190996918,0.8277170844757087
dpmlm_shap,"{'epsilon': 50, 'k': 15}",,0.14458443829281342,0.06557377049180328,0.8333333333333334,0.9133333333333333,0.16281320452690123,0.16281320452690123,61.16089633862454,0.7488102245642587,0.765153522935002
dpmlm_shap,"{'epsilon': 100, 'k': 2}",,0.32948924543027547,0.09836065573770492,0.8866666666666667,0.95,0.08721248413125673,0.08721248413125673,18.675922205423717,0.6145769810527206,0.5932401990809473
dpmlm_shap,"{'epsilon': 100, 'k': 3}",,0.27539088477453777,0.09836065573770492,0.7233333333333334,0.9466666666666667,0.09758336330453554,0.09758336330453554,22.186651653522233,0.3641847019003154,0.47566329204157587
dpmlm_shap,"{'epsilon': 100, 'k': 5}",,0.24352210019727139,0.11475409836065574,0.9633333333333334,0.9366666666666666,0.11437518467505772,0.11437518467505772,27.69178164235029,0.8759321357727832,0.7884658353262504
dpmlm_shap,"{'epsilon': 100, 'k': 7}",,0.21952392169089613,0.11475409836065574,0.9466666666666667,0.9333333333333333,0.12788651014367738,0.12788651014367738,31.59968999855287,0.874246544234648,0.7997043571525511
dpmlm_shap,"{'epsilon': 100, 'k': 10}",,0.2147884022012783,0.11475409836065574,0.92,0.9233333333333333,0.13948324759801228,0.13948324759801228,35.949845542643246,0.8280749845182633,0.7753562833153429
dpmlm_shap,"{'epsilon': 100, 'k': 15}",,0.20742554692846008,0.11475409836065574,0.9033333333333333,0.9166666666666666,0.15643834193547568,0.15643834193547568,40.976235032125906,0.8049045267868489,0.7656757431743355
dpmlm_shap,"{'epsilon': 250, 'k': 2}",,0.33290454597672353,0.08196721311475409,0.9566666666666667,0.9433333333333334,0.08586154292027155,0.08586154292027155,20.13564523264971,0.7474209512738523,0.668490883830525
dpmlm_shap,"{'epsilon': 250, 'k': 3}",,0.30294097584921903,0.13114754098360656,0.9533333333333334,0.93,0.09822971701622009,0.09822971701622009,25.31103726609843,0.7795835780239834,0.7023824520518056
dpmlm_shap,"{'epsilon': 250, 'k': 5}",,0.25433679433341955,0.13114754098360656,0.8966666666666666,0.9233333333333333,0.11241765985886257,0.11241765985886257,30.748057724415204,0.7312457789573491,0.6991086887268404
dpmlm_shap,"{'epsilon': 250, 'k': 7}",,0.2338514963891052,0.13114754098360656,0.9466666666666667,0.9233333333333333,0.12327569425106048,0.12327569425106048,34.3354830623775,0.8557421833067951,0.7816873088063865
dpmlm_shap,"{'epsilon': 250, 'k': 10}",,0.22983179113989174,0.13114754098360656,0.9133333333333333,0.9233333333333333,0.13439740081628163,0.13439740081628163,39.133462107415916,0.7955742391755846,0.7488633348328064
dpmlm_shap,"{'epsilon': 250, 'k': 15}",,0.22599338032013552,0.13114754098360656,0.7533333333333333,0.9166666666666666,0.14680106098453205,0.14680106098453205,44.18252203372185,0.48680613644348647,0.5718719876163407
dpmlm_shap,{'epsilon': 10},,0.01990527096802665,0.0,0.37333333333333335,0.32,0.4621025166039666,0.4621025166039666,95.54599999999999,0.007875179844158284,0.39921137488978875
dpmlm_shap,{'epsilon': 25},,0.06631024878695801,0.01639344262295082,0.6033333333333334,0.4633333333333333,0.3770104179531336,0.3770104179531336,41.910700000000006,0.39892257730388975,0.6022203527381293
dpmlm_shap,{'epsilon': 50},,0.2004626938332692,0.14754098360655737,0.6333333333333333,0.6966666666666667,0.30717501242955525,0.30717501242955525,85.19906666666667,0.28448543177384433,0.4676134089776618
dpmlm_shap,{'epsilon': 100},,0.21122422433891697,0.14754098360655737,0.6733333333333333,0.7266666666666667,0.2672314222157002,0.2672314222157002,48.9227,0.3490180636911018,0.4995352373127344
dpmlm_shap,{'epsilon': 250},,0.2807011286091639,0.18032786885245902,0.8,0.77,0.23371045271555582,0.23371045271555582,50.75736666666667,0.507653208849446,0.5561068268926538
